timestamp,failure_type,true_label,anomaly_pred,anomaly_score,correct,Temp_Module1,Temp_Module2,Temp_Module3,Temp_Bruleur3,Pression_EAU,Vitesse_Tapis
2026-04-22 00:00:00,Normal,0,0,0.41577323415941214,1,80.28162535765581,102.80372964459332,118.02128312026012,141.3601971643025,0.0,0.0
2026-04-22 00:01:00,Normal,0,0,0.42341473126166673,1,83.75633234533558,105.887436539979,129.09552411108567,159.53689893011472,0.0,0.0
2026-04-22 00:02:00,Normal,0,0,0.41125931556421785,1,83.65378546975221,97.76157034008337,133.66167772851864,138.6761359251289,0.0,0.0
2026-04-22 00:03:00,Normal,0,0,0.42703853352721277,1,86.70912347522437,98.01371658536176,120.35815059025624,132.53933737838068,0.0,0.0
2026-04-22 00:04:00,Normal,0,0,0.4232812020572964,1,78.75355002811077,99.85875251949456,125.5199190739424,156.6468465946348,0.0,0.0
2026-04-22 00:05:00,Normal,0,0,0.42889752583499463,1,90.9442621130095,105.23711525123562,143.6400746678937,141.90895164456236,0.0,0.0
2026-04-22 00:06:00,Normal,0,0,0.43779591019781944,1,74.06590573267006,112.74246983925724,125.50295703285082,138.33747174733713,0.0,0.0
2026-04-22 00:07:00,Normal,0,0,0.4127741825417948,1,81.23181174077227,93.39813765308072,127.6902900596555,147.21755859062569,0.0,0.0
2026-04-22 00:08:00,Normal,0,0,0.39828421706755984,1,80.73508629918805,100.0229562133876,130.19033370908687,134.0176263292303,0.0,0.0
2026-04-22 00:09:00,Normal,0,0,0.4146920778147028,1,78.90857443995569,110.34118572606364,117.81298488454809,136.24045145601724,0.0,0.0
2026-04-22 00:10:00,Normal,0,0,0.43759638831376996,1,71.83514021462729,111.92990057658804,113.02680747813196,146.20784573723668,0.0,0.0
2026-04-22 00:11:00,Normal,0,0,0.4606777118291117,1,88.92241109376445,109.60144772239686,129.97053402140142,129.7852088956893,0.0,0.0
2026-04-22 00:12:00,Normal,0,0,0.4067248484323143,1,87.00111604320595,102.70517450204146,127.57966256331036,137.56313530211025,0.0,0.0
2026-04-22 00:13:00,Normal,0,0,0.4021163675776645,1,85.34703291283164,107.76678403740996,128.37021291857542,149.236217035499,0.0,0.0
2026-04-22 00:14:00,Normal,0,0,0.433033856631626,1,79.22052706630127,96.9382412349605,145.00281674013118,152.11326335015065,0.0,0.0
2026-04-22 00:15:00,Normal,0,0,0.42616061741976,1,80.32271358988609,105.33227941896271,122.04425330676348,134.02557668906204,0.0,0.0
2026-04-22 00:16:00,Normal,0,0,0.40677678885610546,1,81.16853577810247,94.83300703855,133.32968930184524,141.04238243573508,0.0,0.0
2026-04-22 00:17:00,Normal,0,0,0.3960887031477537,1,81.65023383049626,101.7444891516434,134.75783300837583,152.14150410088226,0.0,0.0
2026-04-22 00:18:00,Normal,0,0,0.4156607632289265,1,86.82297075095077,94.53783378341416,129.05268964775638,135.7270118386751,0.0,0.0
2026-04-22 00:19:00,Normal,0,0,0.4223926565106822,1,80.37370355625083,115.25615223276417,129.56599569769273,141.6911352011128,0.0,0.0
2026-04-22 00:20:00,Normal,0,0,0.4087192873181813,1,78.56160699432873,102.7895972169011,134.905140624493,143.70182857411132,0.0,0.0
2026-04-22 00:21:00,Normal,0,0,0.4082017016272717,1,83.57721835574196,110.25448449949585,129.31866623255178,146.65944650058992,0.0,0.0
2026-04-22 00:22:00,Normal,0,0,0.4474173720606948,1,83.05572418358108,86.63826494873823,125.85343488192142,144.1388630114763,0.0,0.0
2026-04-22 00:23:00,Normal,0,0,0.42080960260493927,1,85.35940949427558,102.6463323891466,130.01696410849632,147.77032516817374,0.0,0.0
2026-04-22 00:24:00,Normal,0,0,0.4306727087328259,1,89.78449112318162,106.32931092797784,130.49256442968365,140.6111154287,0.0,0.0
2026-04-22 00:25:00,Normal,0,0,0.44289259357123617,1,80.8046414590654,112.08645924745804,128.37639670573213,136.95054553778803,0.0,0.0
